CarTurnLog -- start condition -- 
 mTarget, -1230.295410,-510.817566
 mAngleToTarget, 2.244185
 mMoveAngleError, -3.141021
 mDistError, 0.620492
 mMoveAngleSgn, -1.000000
 mShoulderAngleError, -3.050342
 mShoulderAngleSgn, -1.000000
 mPosition, -1229.908447,-510.332520
 mIsPerfect, 0

CarTurnLog -- iterations -- 
 mPositionX, mPositionZ, mMoveAngle, mShoulderAngle, mSpeed, mT, mDistToTarget, mAngleToTarget, mMoveAngleError, mAbsMoveAngleError, mShoulderAngleError, mAbsShoulderAngleError
-1167.286133, -377.052643, -1.364478, 2.244445, 0.101926, 1460.000000, 147.862167, 2.011013, -2.907695, 2.907695, 0.000000, 0.000000
-1167.244507, -376.853088, -1.365118, 2.244445, 0.101926, 1462.000000, 148.060455, 2.010693, -2.907375, 2.907375, 0.000000, 0.000000
-1167.203003, -376.653503, -1.365758, 2.244445, 0.101926, 1464.000000, 148.258728, 2.010373, -2.907055, 2.907055, 0.000000, 0.000000
-1167.161621, -376.453888, -1.366398, 2.244445, 0.101926, 1466.000000, 148.456970, 2.010053, -2.906735, 2.906735, 0.000000, 0.000000
-1167.120361, -376.254242, -1.367038, 2.244445, 0.101926, 1468.000000, 148.655228, 2.009733, -2.906415, 2.906415, 0.000000, 0.000000
-1167.079224, -376.054596, -1.367677, 2.244445, 0.101926, 1470.000000, 148.853424, 2.009413, -2.906095, 2.906095, 0.000000, 0.000000
-1167.038208, -375.854919, -1.368317, 2.244445, 0.101926, 1472.000000, 149.051636, 2.009093, -2.905775, 2.905775, 0.000000, 0.000000
-1166.997314, -375.655212, -1.368957, 2.244445, 0.101926, 1474.000000, 149.249817, 2.008773, -2.905455, 2.905455, 0.000000, 0.000000
-1166.956543, -375.455475, -1.369597, 2.244445, 0.101926, 1476.000000, 149.448013, 2.008454, -2.905135, 2.905135, 0.000000, 0.000000
-1166.915894, -375.255707, -1.370237, 2.244445, 0.101926, 1478.000000, 149.646179, 2.008134, -2.904814, 2.904814, 0.000000, 0.000000
-1166.875366, -375.055908, -1.370877, 2.244445, 0.101926, 1480.000000, 149.844360, 2.007814, -2.904494, 2.904494, 0.000000, 0.000000
-1166.834961, -374.856079, -1.371517, 2.244445, 0.101926, 1482.000000, 150.042511, 2.007494, -2.904174, 2.904174, 0.000000, 0.000000
-1166.794678, -374.656250, -1.372157, 2.244445, 0.101926, 1484.000000, 150.240631, 2.007175, -2.903854, 2.903854, 0.000000, 0.000000
-1166.754639, -374.456390, -1.372797, 2.244445, 0.101926, 1486.000000, 150.438690, 2.006855, -2.903534, 2.903534, 0.000000, 0.000000
-1166.714722, -374.256500, -1.373437, 2.244445, 0.101926, 1488.000000, 150.636734, 2.006534, -2.903214, 2.903214, 0.000000, 0.000000
-1166.674927, -374.056580, -1.374077, 2.244445, 0.101926, 1490.000000, 150.834793, 2.006214, -2.902895, 2.902895, 0.000000, 0.000000
-1166.635254, -373.856628, -1.374717, 2.244445, 0.101926, 1492.000000, 151.032822, 2.005894, -2.902575, 2.902575, 0.000000, 0.000000
-1166.595703, -373.656647, -1.375356, 2.244445, 0.101926, 1494.000000, 151.230850, 2.005574, -2.902256, 2.902256, 0.000000, 0.000000
-1166.556274, -373.456665, -1.375996, 2.244445, 0.101926, 1496.000000, 151.428848, 2.005254, -2.901936, 2.901936, 0.000000, 0.000000
-1166.516968, -373.256653, -1.376636, 2.244445, 0.101926, 1498.000000, 151.626816, 2.004933, -2.901616, 2.901616, 0.000000, 0.000000
-1166.477783, -373.056610, -1.377276, 2.244445, 0.101926, 1500.000000, 151.824799, 2.004613, -2.901296, 2.901296, 0.000000, 0.000000
-1166.438721, -372.856537, -1.377916, 2.244445, 0.101926, 1502.000000, 152.022766, 2.004293, -2.900976, 2.900976, 0.000000, 0.000000
-1166.399780, -372.656433, -1.378556, 2.244445, 0.101926, 1504.000000, 152.220734, 2.003973, -2.900656, 2.900656, 0.000000, 0.000000
-1166.360962, -372.456299, -1.379196, 2.244445, 0.101926, 1506.000000, 152.418671, 2.003653, -2.900336, 2.900336, 0.000000, 0.000000
-1166.322266, -372.256165, -1.379836, 2.244445, 0.101926, 1508.000000, 152.616592, 2.003333, -2.900016, 2.900016, 0.000000, 0.000000
-1166.283691, -372.056000, -1.380476, 2.244445, 0.101926, 1510.000000, 152.814499, 2.003013, -2.899696, 2.899696, 0.000000, 0.000000
-1166.245239, -371.855804, -1.381116, 2.244445, 0.101926, 1512.000000, 153.012405, 2.002694, -2.899376, 2.899376, 0.000000, 0.000000
-1166.206909, -371.655579, -1.381756, 2.244445, 0.101926, 1514.000000, 153.210297, 2.002374, -2.899056, 2.899056, 0.000000, 0.000000
-1166.168701, -371.455322, -1.382396, 2.244445, 0.101926, 1516.000000, 153.408173, 2.002054, -2.898736, 2.898736, 0.000000, 0.000000
-1166.130615, -371.255066, -1.383035, 2.244445, 0.101926, 1518.000000, 153.606033, 2.001734, -2.898416, 2.898416, 0.000000, 0.000000
-1166.092651, -371.054779, -1.383675, 2.244445, 0.101926, 1520.000000, 153.803879, 2.001415, -2.898096, 2.898096, 0.000000, 0.000000
-1166.054810, -370.854462, -1.384315, 2.244445, 0.101926, 1522.000000, 154.001709, 2.001095, -2.897775, 2.897775, 0.000000, 0.000000
-1166.017090, -370.654114, -1.384955, 2.244445, 0.101926, 1524.000000, 154.199539, 2.000775, -2.897455, 2.897455, 0.000000, 0.000000
-1165.979492, -370.453735, -1.385595, 2.244445, 0.101926, 1526.000000, 154.397354, 2.000456, -2.897135, 2.897135, 0.000000, 0.000000
-1165.942139, -370.253357, -1.386235, 2.244445, 0.101926, 1528.000000, 154.595093, 2.000135, -2.896815, 2.896815, 0.000000, 0.000000
-1165.904907, -370.052948, -1.386875, 2.244445, 0.101926, 1530.000000, 154.792816, 1.999815, -2.896496, 2.896496, 0.000000, 0.000000
-1165.867798, -369.852509, -1.387515, 2.244445, 0.101926, 1532.000000, 154.990524, 1.999495, -2.896176, 2.896176, 0.000000, 0.000000
-1165.830811, -369.652039, -1.388155, 2.244445, 0.101926, 1534.000000, 155.188248, 1.999175, -2.895856, 2.895856, 0.000000, 0.000000
-1165.793945, -369.451569, -1.388795, 2.244445, 0.101926, 1536.000000, 155.385925, 1.998855, -2.895536, 2.895536, 0.000000, 0.000000
-1165.757202, -369.251068, -1.389435, 2.244445, 0.101926, 1538.000000, 155.583588, 1.998534, -2.895216, 2.895216, 0.000000, 0.000000
-1165.720581, -369.050537, -1.390074, 2.244445, 0.101926, 1540.000000, 155.781250, 1.998214, -2.894897, 2.894897, 0.000000, 0.000000
-1165.684082, -368.849976, -1.390714, 2.244445, 0.101926, 1542.000000, 155.978912, 1.997894, -2.894577, 2.894577, 0.000000, 0.000000
-1165.647705, -368.649384, -1.391354, 2.244445, 0.101926, 1544.000000, 156.176559, 1.997574, -2.894257, 2.894257, 0.000000, 0.000000
-1165.611450, -368.448792, -1.391994, 2.244445, 0.101926, 1546.000000, 156.374176, 1.997254, -2.893937, 2.893937, 0.000000, 0.000000
-1165.575317, -368.248169, -1.392634, 2.244445, 0.101926, 1548.000000, 156.571777, 1.996934, -2.893617, 2.893617, 0.000000, 0.000000
-1165.539307, -368.047516, -1.393274, 2.244445, 0.101926, 1550.000000, 156.769394, 1.996614, -2.893297, 2.893297, 0.000000, 0.000000
-1165.503418, -367.846832, -1.393914, 2.244445, 0.101926, 1552.000000, 156.966980, 1.996295, -2.892977, 2.892977, 0.000000, 0.000000
-1165.467651, -367.646149, -1.394554, 2.244445, 0.101926, 1554.000000, 157.164536, 1.995975, -2.892657, 2.892657, 0.000000, 0.000000
-1165.432007, -367.445435, -1.395194, 2.244445, 0.101926, 1556.000000, 157.362091, 1.995655, -2.892337, 2.892337, 0.000000, 0.000000
-1165.396484, -367.244690, -1.395834, 2.244445, 0.101926, 1558.000000, 157.559647, 1.995335, -2.892016, 2.892016, 0.000000, 0.000000
-1165.361084, -367.043915, -1.396474, 2.244445, 0.101926, 1560.000000, 157.757187, 1.995016, -2.891696, 2.891696, 0.000000, 0.000000
-1165.325806, -366.843140, -1.397114, 2.244445, 0.101926, 1562.000000, 157.954681, 1.994696, -2.891376, 2.891376, 0.000000, 0.000000
-1165.290649, -366.642334, -1.397753, 2.244445, 0.101926, 1564.000000, 158.152191, 1.994376, -2.891056, 2.891056, 0.000000, 0.000000
-1165.255737, -366.441498, -1.398393, 2.244445, 0.101926, 1566.000000, 158.349640, 1.994056, -2.890736, 2.890736, 0.000000, 0.000000
-1165.220947, -366.240631, -1.399033, 2.244445, 0.101926, 1568.000000, 158.547073, 1.993736, -2.890417, 2.890417, 0.000000, 0.000000
-1165.186279, -366.039764, -1.399673, 2.244445, 0.101926, 1570.000000, 158.744476, 1.993415, -2.890097, 2.890097, 0.000000, 0.000000
-1165.151733, -365.838867, -1.400313, 2.244445, 0.101926, 1572.000000, 158.941879, 1.993095, -2.889777, 2.889777, 0.000000, 0.000000
-1165.117310, -365.637939, -1.400953, 2.244445, 0.101926, 1574.000000, 159.139267, 1.992775, -2.889457, 2.889457, 0.000000, 0.000000
-1165.083008, -365.437012, -1.401593, 2.244445, 0.101926, 1576.000000, 159.336639, 1.992455, -2.889138, 2.889138, 0.000000, 0.000000
-1165.048828, -365.236053, -1.402233, 2.244445, 0.101926, 1578.000000, 159.533997, 1.992135, -2.888818, 2.888818, 0.000000, 0.000000
-1165.014771, -365.035065, -1.402873, 2.244445, 0.101926, 1580.000000, 159.731339, 1.991815, -2.888498, 2.888498, 0.000000, 0.000000
-1164.980835, -364.834045, -1.403513, 2.244445, 0.101926, 1582.000000, 159.928680, 1.991495, -2.888178, 2.888178, 0.000000, 0.000000
-1164.947021, -364.633026, -1.404153, 2.244445, 0.101926, 1584.000000, 160.125992, 1.991175, -2.887858, 2.887858, 0.000000, 0.000000
-1164.913330, -364.431976, -1.404793, 2.244445, 0.101926, 1586.000000, 160.323288, 1.990855, -2.887538, 2.887538, 0.000000, 0.000000
-1164.879761, -364.230896, -1.405432, 2.244445, 0.101926, 1588.000000, 160.520584, 1.990535, -2.887218, 2.887218, 0.000000, 0.000000
-1164.846313, -364.029816, -1.406072, 2.244445, 0.101926, 1590.000000, 160.717850, 1.990215, -2.886898, 2.886898, 0.000000, 0.000000
-1164.812988, -363.828705, -1.406712, 2.244445, 0.101926, 1592.000000, 160.915100, 1.989895, -2.886578, 2.886578, 0.000000, 0.000000
-1164.779785, -363.627563, -1.407352, 2.244445, 0.101926, 1594.000000, 161.112366, 1.989576, -2.886258, 2.886258, 0.000000, 0.000000
-1164.746704, -363.426422, -1.407992, 2.244445, 0.101926, 1596.000000, 161.309586, 1.989256, -2.885937, 2.885937, 0.000000, 0.000000
-1164.713745, -363.225250, -1.408632, 2.244445, 0.101926, 1598.000000, 161.506805, 1.988936, -2.885617, 2.885617, 0.000000, 0.000000
-1164.680908, -363.024048, -1.409272, 2.244445, 0.101926, 1600.000000, 161.704010, 1.988617, -2.885297, 2.885297, 0.000000, 0.000000
-1164.648193, -362.822815, -1.409912, 2.244445, 0.101926, 1602.000000, 161.901215, 1.988297, -2.884977, 2.884977, 0.000000, 0.000000
-1164.615723, -362.621582, -1.410552, 2.244445, 0.101926, 1604.000000, 162.098343, 1.987977, -2.884657, 2.884657, 0.000000, 0.000000
-1164.583374, -362.420319, -1.411192, 2.244445, 0.101926, 1606.000000, 162.295456, 1.987656, -2.884337, 2.884337, 0.000000, 0.000000
-1164.551147, -362.219025, -1.411832, 2.244445, 0.101926, 1608.000000, 162.492569, 1.987336, -2.884018, 2.884018, 0.000000, 0.000000
-1164.519043, -362.017731, -1.412472, 2.244445, 0.101926, 1610.000000, 162.689651, 1.987016, -2.883698, 2.883698, 0.000000, 0.000000
-1164.487061, -361.816406, -1.413111, 2.244445, 0.101926, 1612.000000, 162.886719, 1.986696, -2.883378, 2.883378, 0.000000, 0.000000
-1164.455200, -361.615051, -1.413751, 2.244445, 0.101926, 1614.000000, 163.083801, 1.986376, -2.883058, 2.883058, 0.000000, 0.000000
-1164.423462, -361.413696, -1.414391, 2.244445, 0.101926, 1616.000000, 163.280823, 1.986056, -2.882739, 2.882739, 0.000000, 0.000000
-1164.391846, -361.212311, -1.415031, 2.244445, 0.101926, 1618.000000, 163.477859, 1.985736, -2.882419, 2.882419, 0.000000, 0.000000
-1164.360352, -361.010895, -1.415671, 2.244445, 0.101926, 1620.000000, 163.674896, 1.985416, -2.882099, 2.882099, 0.000000, 0.000000
-1164.328979, -360.809479, -1.416311, 2.244445, 0.101926, 1622.000000, 163.871887, 1.985096, -2.881779, 2.881779, 0.000000, 0.000000
-1164.297729, -360.608032, -1.416951, 2.244445, 0.101926, 1624.000000, 164.068878, 1.984776, -2.881459, 2.881459, 0.000000, 0.000000
-1164.266602, -360.406555, -1.417591, 2.244445, 0.101926, 1626.000000, 164.265869, 1.984456, -2.881139, 2.881139, 0.000000, 0.000000
-1164.235596, -360.205078, -1.418231, 2.244445, 0.101926, 1628.000000, 164.462814, 1.984136, -2.880818, 2.880818, 0.000000, 0.000000
-1164.204712, -360.003571, -1.418871, 2.244445, 0.101926, 1630.000000, 164.659775, 1.983816, -2.880498, 2.880498, 0.000000, 0.000000
-1164.173950, -359.802032, -1.419511, 2.244445, 0.101926, 1632.000000, 164.856720, 1.983497, -2.880178, 2.880178, 0.000000, 0.000000
-1164.143311, -359.600494, -1.420151, 2.244445, 0.101926, 1634.000000, 165.053635, 1.983177, -2.879858, 2.879858, 0.000000, 0.000000
-1164.112793, -359.398926, -1.420790, 2.244445, 0.101926, 1636.000000, 165.250549, 1.982857, -2.879538, 2.879538, 0.000000, 0.000000
-1164.082397, -359.197357, -1.421430, 2.244445, 0.101926, 1638.000000, 165.447433, 1.982538, -2.879218, 2.879218, 0.000000, 0.000000
-1164.052246, -358.995758, -1.422070, 2.244445, 0.101926, 1640.000000, 165.644257, 1.982217, -2.878898, 2.878898, 0.000000, 0.000000
-1164.022217, -358.794128, -1.422710, 2.244445, 0.101926, 1642.000000, 165.841080, 1.981897, -2.878578, 2.878578, 0.000000, 0.000000
-1163.992310, -358.592499, -1.423350, 2.244445, 0.101926, 1644.000000, 166.037857, 1.981577, -2.878258, 2.878258, 0.000000, 0.000000
-1163.962524, -358.390839, -1.423990, 2.244445, 0.101926, 1646.000000, 166.234650, 1.981257, -2.877939, 2.877939, 0.000000, 0.000000
-1163.932861, -358.189148, -1.424630, 2.244445, 0.101926, 1648.000000, 166.431427, 1.980937, -2.877619, 2.877619, 0.000000, 0.000000
-1163.903320, -357.987457, -1.425270, 2.244445, 0.101926, 1650.000000, 166.628189, 1.980617, -2.877299, 2.877299, 0.000000, 0.000000
-1163.873901, -357.785736, -1.425910, 2.244445, 0.101926, 1652.000000, 166.824921, 1.980297, -2.876979, 2.876979, 0.000000, 0.000000
-1163.844604, -357.584015, -1.426550, 2.244445, 0.101926, 1654.000000, 167.021652, 1.979977, -2.876659, 2.876659, 0.000000, 0.000000
-1163.815430, -357.382263, -1.427190, 2.244445, 0.101926, 1656.000000, 167.218369, 1.979657, -2.876339, 2.876339, 0.000000, 0.000000
-1163.786377, -357.180481, -1.427830, 2.244445, 0.101926, 1658.000000, 167.415070, 1.979337, -2.876019, 2.876019, 0.000000, 0.000000
-1163.757446, -356.978699, -1.428469, 2.244445, 0.101926, 1660.000000, 167.611740, 1.979017, -2.875699, 2.875699, 0.000000, 0.000000
-1163.728638, -356.776886, -1.429109, 2.244445, 0.101926, 1662.000000, 167.808426, 1.978697, -2.875379, 2.875379, 0.000000, 0.000000
-1163.699951, -356.575073, -1.429749, 2.244445, 0.101926, 1664.000000, 168.005066, 1.978377, -2.875059, 2.875059, 0.000000, 0.000000
-1163.671387, -356.373230, -1.430389, 2.244445, 0.101926, 1666.000000, 168.201706, 1.978058, -2.874739, 2.874739, 0.000000, 0.000000
-1163.642944, -356.171356, -1.431029, 2.244445, 0.101926, 1668.000000, 168.398331, 1.977738, -2.874419, 2.874419, 0.000000, 0.000000
-1163.614624, -355.969482, -1.431669, 2.244445, 0.101926, 1670.000000, 168.594955, 1.977418, -2.874098, 2.874098, 0.000000, 0.000000
-1163.586426, -355.767578, -1.432309, 2.244445, 0.101926, 1672.000000, 168.791550, 1.977098, -2.873778, 2.873778, 0.000000, 0.000000
-1163.558472, -355.565674, -1.432949, 2.244445, 0.101926, 1674.000000, 168.988068, 1.976778, -2.873458, 2.873458, 0.000000, 0.000000
-1163.530640, -355.363739, -1.433589, 2.244445, 0.101926, 1676.000000, 169.184601, 1.976458, -2.873139, 2.873139, 0.000000, 0.000000
-1163.502930, -355.161774, -1.434229, 2.244445, 0.101926, 1678.000000, 169.381119, 1.976138, -2.872819, 2.872819, 0.000000, 0.000000
-1163.475342, -354.959808, -1.434869, 2.244445, 0.101926, 1680.000000, 169.577606, 1.975818, -2.872499, 2.872499, 0.000000, 0.000000
-1163.447876, -354.757813, -1.435508, 2.244445, 0.101926, 1682.000000, 169.774078, 1.975497, -2.872180, 2.872180, 0.000000, 0.000000
-1163.420532, -354.555817, -1.436148, 2.244445, 0.101926, 1684.000000, 169.970535, 1.975177, -2.871860, 2.871860, 0.000000, 0.000000
-1163.393311, -354.353790, -1.436788, 2.244445, 0.101926, 1686.000000, 170.166992, 1.974857, -2.871540, 2.871540, 0.000000, 0.000000
-1163.366211, -354.151764, -1.437428, 2.244445, 0.101926, 1688.000000, 170.363403, 1.974537, -2.871220, 2.871220, 0.000000, 0.000000
-1163.339233, -353.949707, -1.438068, 2.244445, 0.101926, 1690.000000, 170.559830, 1.974217, -2.870900, 2.870900, 0.000000, 0.000000
-1163.312378, -353.747620, -1.438708, 2.244445, 0.101926, 1692.000000, 170.756241, 1.973897, -2.870580, 2.870580, 0.000000, 0.000000
-1163.285645, -353.545532, -1.439348, 2.244445, 0.101926, 1694.000000, 170.952621, 1.973578, -2.870260, 2.870260, 0.000000, 0.000000
-1163.259033, -353.343414, -1.439988, 2.244445, 0.101926, 1696.000000, 171.149017, 1.973258, -2.869940, 2.869940, 0.000000, 0.000000
-1163.232544, -353.141296, -1.440628, 2.244445, 0.101926, 1698.000000, 171.345367, 1.972938, -2.869620, 2.869620, 0.000000, 0.000000
-1163.206177, -352.939148, -1.441268, 2.244445, 0.101926, 1700.000000, 171.541718, 1.972618, -2.869299, 2.869299, 0.000000, 0.000000
-1163.179932, -352.737000, -1.441908, 2.244445, 0.101926, 1702.000000, 171.738037, 1.972299, -2.868979, 2.868979, 0.000000, 0.000000
-1163.153809, -352.534821, -1.442548, 2.244445, 0.101926, 1704.000000, 171.934357, 1.971979, -2.868659, 2.868659, 0.000000, 0.000000
-1163.127808, -352.332642, -1.443187, 2.244445, 0.101926, 1706.000000, 172.130646, 1.971659, -2.868339, 2.868339, 0.000000, 0.000000
-1163.102051, -352.130432, -1.443827, 2.244445, 0.101926, 1708.000000, 172.326874, 1.971339, -2.868019, 2.868019, 0.000000, 0.000000
-1163.076416, -351.928192, -1.444467, 2.244445, 0.101926, 1710.000000, 172.523117, 1.971019, -2.867700, 2.867700, 0.000000, 0.000000
-1163.050903, -351.725952, -1.445107, 2.244445, 0.101926, 1712.000000, 172.719330, 1.970698, -2.867380, 2.867380, 0.000000, 0.000000
-1163.025513, -351.523682, -1.445747, 2.244445, 0.101926, 1714.000000, 172.915527, 1.970378, -2.867060, 2.867060, 0.000000, 0.000000
-1163.000244, -351.321411, -1.446387, 2.244445, 0.101926, 1716.000000, 173.111710, 1.970058, -2.866740, 2.866740, 0.000000, 0.000000
-1162.975098, -351.119110, -1.447027, 2.244445, 0.101926, 1718.000000, 173.307877, 1.969738, -2.866420, 2.866420, 0.000000, 0.000000
-1162.950073, -350.916809, -1.447667, 2.244445, 0.101926, 1720.000000, 173.504028, 1.969418, -2.866100, 2.866100, 0.000000, 0.000000
-1162.925171, -350.714478, -1.448307, 2.244445, 0.101926, 1722.000000, 173.700165, 1.969098, -2.865781, 2.865781, 0.000000, 0.000000
-1162.900391, -350.512146, -1.448947, 2.244445, 0.101926, 1724.000000, 173.896286, 1.968778, -2.865461, 2.865461, 0.000000, 0.000000
-1162.875732, -350.309784, -1.449587, 2.244445, 0.101926, 1726.000000, 174.092392, 1.968458, -2.865140, 2.865140, 0.000000, 0.000000
-1162.851196, -350.107422, -1.450227, 2.244445, 0.101926, 1728.000000, 174.288483, 1.968138, -2.864820, 2.864820, 0.000000, 0.000000
-1162.826782, -349.905029, -1.450866, 2.244445, 0.101926, 1730.000000, 174.484558, 1.967819, -2.864501, 2.864501, 0.000000, 0.000000
-1162.802490, -349.702637, -1.451506, 2.244445, 0.101926, 1732.000000, 174.680603, 1.967499, -2.864180, 2.864180, 0.000000, 0.000000
-1162.778320, -349.500214, -1.452146, 2.244445, 0.101926, 1734.000000, 174.876663, 1.967179, -2.863860, 2.863860, 0.000000, 0.000000
-1162.754272, -349.297791, -1.452786, 2.244445, 0.101926, 1736.000000, 175.072678, 1.966859, -2.863540, 2.863540, 0.000000, 0.000000
-1162.730347, -349.095337, -1.453426, 2.244445, 0.101926, 1738.000000, 175.268707, 1.966540, -2.863220, 2.863220, 0.000000, 0.000000
-1162.706665, -348.892883, -1.454066, 2.244445, 0.101926, 1740.000000, 175.464645, 1.966219, -2.862900, 2.862900, 0.000000, 0.000000
-1162.683105, -348.690399, -1.454706, 2.244445, 0.101926, 1742.000000, 175.660583, 1.965899, -2.862580, 2.862580, 0.000000, 0.000000
-1162.659668, -348.487915, -1.455346, 2.244445, 0.101926, 1744.000000, 175.856506, 1.965579, -2.862261, 2.862261, 0.000000, 0.000000
-1162.636353, -348.285400, -1.455986, 2.244445, 0.101926, 1746.000000, 176.052414, 1.965259, -2.861941, 2.861941, 0.000000, 0.000000
-1162.613159, -348.082886, -1.456626, 2.244445, 0.101926, 1748.000000, 176.248306, 1.964939, -2.861621, 2.861621, 0.000000, 0.000000
-1162.590088, -347.880341, -1.457266, 2.244445, 0.101926, 1750.000000, 176.444183, 1.964619, -2.861301, 2.861301, 0.000000, 0.000000
-1162.567139, -347.677795, -1.457906, 2.244445, 0.101926, 1752.000000, 176.640045, 1.964299, -2.860981, 2.860981, 0.000000, 0.000000
-1162.544312, -347.475220, -1.458545, 2.244445, 0.101926, 1754.000000, 176.835892, 1.963979, -2.860662, 2.860662, 0.000000, 0.000000
-1162.521606, -347.272644, -1.459185, 2.244445, 0.101926, 1756.000000, 177.031723, 1.963659, -2.860342, 2.860342, 0.000000, 0.000000
-1162.499023, -347.070038, -1.459825, 2.244445, 0.101926, 1758.000000, 177.227554, 1.963339, -2.860022, 2.860022, 0.000000, 0.000000
-1162.476563, -346.867432, -1.460465, 2.244445, 0.101926, 1760.000000, 177.423340, 1.963019, -2.859701, 2.859701, 0.000000, 0.000000
-1162.454224, -346.664795, -1.461105, 2.244445, 0.101926, 1762.000000, 177.619141, 1.962699, -2.859381, 2.859381, 0.000000, 0.000000
-1162.432007, -346.462158, -1.461745, 2.244445, 0.101926, 1764.000000, 177.814911, 1.962379, -2.859061, 2.859061, 0.000000, 0.000000
-1162.409912, -346.259491, -1.462385, 2.244445, 0.101926, 1766.000000, 178.010681, 1.962059, -2.858741, 2.858741, 0.000000, 0.000000
-1162.387939, -346.056824, -1.463025, 2.244445, 0.101926, 1768.000000, 178.206421, 1.961740, -2.858421, 2.858421, 0.000000, 0.000000
-1162.366089, -345.854126, -1.463665, 2.244445, 0.101926, 1770.000000, 178.402145, 1.961420, -2.858101, 2.858101, 0.000000, 0.000000
-1162.344360, -345.651428, -1.464305, 2.244445, 0.101926, 1772.000000, 178.597870, 1.961100, -2.857780, 2.857780, 0.000000, 0.000000
-1162.322876, -345.448730, -1.464945, 2.244445, 0.101926, 1774.000000, 178.793503, 1.960780, -2.857461, 2.857461, 0.000000, 0.000000
-1162.301514, -345.246002, -1.465585, 2.244445, 0.101926, 1776.000000, 178.989136, 1.960460, -2.857141, 2.857141, 0.000000, 0.000000
-1162.280273, -345.043274, -1.466224, 2.244445, 0.101926, 1778.000000, 179.184753, 1.960140, -2.856821, 2.856821, 0.000000, 0.000000
-1162.259155, -344.840515, -1.466864, 2.244445, 0.101926, 1780.000000, 179.380356, 1.959820, -2.856502, 2.856502, 0.000000, 0.000000
-1162.238159, -344.637756, -1.467504, 2.244445, 0.101926, 1782.000000, 179.575943, 1.959500, -2.856182, 2.856182, 0.000000, 0.000000
-1162.217285, -344.434967, -1.468144, 2.244445, 0.101926, 1784.000000, 179.771530, 1.959180, -2.855862, 2.855862, 0.000000, 0.000000
-1162.196533, -344.232178, -1.468784, 2.244445, 0.101926, 1786.000000, 179.967072, 1.958859, -2.855542, 2.855542, 0.000000, 0.000000
-1162.175903, -344.029358, -1.469424, 2.244445, 0.101926, 1788.000000, 180.162628, 1.958539, -2.855222, 2.855222, 0.000000, 0.000000
-1162.155396, -343.826538, -1.470064, 2.244445, 0.101926, 1790.000000, 180.358154, 1.958220, -2.854902, 2.854902, 0.000000, 0.000000
-1162.135010, -343.623718, -1.470704, 2.244445, 0.101926, 1792.000000, 180.553650, 1.957900, -2.854582, 2.854582, 0.000000, 0.000000
-1162.114746, -343.420868, -1.471344, 2.244445, 0.101926, 1794.000000, 180.749161, 1.957580, -2.854262, 2.854262, 0.000000, 0.000000
-1162.094604, -343.218018, -1.471984, 2.244445, 0.101926, 1796.000000, 180.944626, 1.957260, -2.853942, 2.853942, 0.000000, 0.000000
-1162.074585, -343.015137, -1.472624, 2.244445, 0.101926, 1798.000000, 181.140091, 1.956940, -2.853621, 2.853621, 0.000000, 0.000000
-1162.054688, -342.812256, -1.473264, 2.244445, 0.101926, 1800.000000, 181.335556, 1.956621, -2.853302, 2.853302, 0.000000, 0.000000
-1162.034912, -342.609375, -1.473903, 2.244445, 0.101926, 1802.000000, 181.530960, 1.956301, -2.852981, 2.852981, 0.000000, 0.000000
-1162.015381, -342.406464, -1.474543, 2.244445, 0.101926, 1804.000000, 181.726334, 1.955981, -2.852662, 2.852662, 0.000000, 0.000000
-1161.995972, -342.203552, -1.475183, 2.244445, 0.101926, 1806.000000, 181.921692, 1.955660, -2.852342, 2.852342, 0.000000, 0.000000
-1161.976685, -342.000610, -1.475823, 2.244445, 0.101926, 1808.000000, 182.117035, 1.955340, -2.852022, 2.852022, 0.000000, 0.000000
-1161.957520, -341.797668, -1.476463, 2.244445, 0.101926, 1810.000000, 182.312347, 1.955020, -2.851702, 2.851702, 0.000000, 0.000000
-1161.938477, -341.594696, -1.477103, 2.244445, 0.101926, 1812.000000, 182.507675, 1.954700, -2.851382, 2.851382, 0.000000, 0.000000
-1161.919556, -341.391724, -1.477743, 2.244445, 0.101926, 1814.000000, 182.702957, 1.954380, -2.851063, 2.851063, 0.000000, 0.000000
-1161.900757, -341.188751, -1.478383, 2.244445, 0.101926, 1816.000000, 182.898239, 1.954060, -2.850743, 2.850743, 0.000000, 0.000000
-1161.882080, -340.985748, -1.479023, 2.244445, 0.101926, 1818.000000, 183.093506, 1.953740, -2.850423, 2.850423, 0.000000, 0.000000
-1161.863525, -340.782745, -1.479663, 2.244445, 0.101926, 1820.000000, 183.288742, 1.953420, -2.850103, 2.850103, 0.000000, 0.000000
-1161.845093, -340.579742, -1.480303, 2.244445, 0.101926, 1822.000000, 183.483963, 1.953100, -2.849783, 2.849783, 0.000000, 0.000000
-1161.826782, -340.376709, -1.480942, 2.244445, 0.101926, 1824.000000, 183.679169, 1.952780, -2.849463, 2.849463, 0.000000, 0.000000
-1161.808594, -340.173676, -1.481582, 2.244445, 0.101926, 1826.000000, 183.874359, 1.952460, -2.849143, 2.849143, 0.000000, 0.000000
-1161.790527, -339.970612, -1.482222, 2.244445, 0.101926, 1828.000000, 184.069550, 1.952141, -2.848823, 2.848823, 0.000000, 0.000000
